,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79
IM95,-0.24163589,1.451241,-0.21561922,0.9805887,-1.145136,1.9455981,-4.1800904,2.2285533,0.15607533,-0.7819607,-3.117589,-0.009613538,4.1018434,-2.4063375,-2.4171836,0.76313096,2.4649544,-0.3588124,2.3173325,0.3133792,-0.61384124,0.26642486,2.4961584,1.5503811,0.52962726,-0.44064373,-1.983196,1.4810482,0.93493265,-0.7326645,-0.2887675,0.24131939,2.358495,0.497369,-1.8988755,-1.2242944,2.3215177,0.8663262,-0.10341404,0.8805211,0.838792,-1.4113232,0.37225088,-0.52685887,2.148195,0.7344718,-0.72922516,-0.90666264,-2.510567,1.3232372,1.7807604,1.451294,-0.6505247,-3.9805903,-0.043844398,-0.7389574,-0.47420043,0.72079813,-2.2222493,-0.13588645,-0.6819472,1.2206837,-1.0875322,-3.4482977,-0.21036161,0.2274165,1.0514137,-0.9330104,0.5770349,0.73845077,0.505616,0.29097655,0.12962967,-1.2519118,-0.28521276,2.0729141,1.575498,0.7515619,-2.2856014,1.4883564
MOR/CPR,-0.34999332,0.49970046,0.7148239,0.89935774,-0.21872617,0.5869836,-0.2751378,-0.41864297,0.5127266,-0.016063124,0.018613715,0.82453436,-0.46422884,-0.25912294,0.4377714,0.014947614,-0.15122662,0.8750567,0.1935786,0.24122147,0.07277172,-0.5415273,-0.526319,-0.069343336,-0.757875,-0.012194889,-0.48574534,-0.32809567,0.067316934,-0.04100834,1.0003855,0.15043572,-0.5311785,-0.58314466,0.093669124,0.46265912,0.02990042,0.9107967,0.75877655,-0.7325026,-0.40606567,-0.43887642,-0.65902734,0.017501919,0.4236907,-0.3833907,-0.9414167,-0.25680703,0.49307337,-0.7347677,-0.7665955,0.39304087,0.56735355,-0.39190888,-0.041150913,-0.15896042,-0.8662637,0.45379856,-0.003524923,0.17123237,0.024752466,-0.409593,-0.5659103,-0.72579724,0.011550697,-0.08106813,-0.22690658,-0.2332211,0.8482824,0.29453304,-0.41815895,-0.3381809,-0.60411024,-0.19400182,-0.65971756,1.1541673,-0.8171493,0.29338443,-0.25853884,-0.09853267
COR-L105,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
YKG-1,-0.23058808,0.8383411,1.2376364,1.118113,0.41318718,0.54764867,-0.7536512,-0.99681735,0.9352066,0.36026034,-0.17319182,1.0411454,-0.22460762,-0.45290124,0.37702623,1.0741507,0.08733391,1.5135062,0.7159911,0.010649178,-1.4700538,-0.8246653,-0.23464338,-0.5619443,-0.7911381,0.12965629,-1.9532917,-0.042843297,0.087392576,-0.14644946,1.486148,1.0394443,-0.0064719846,-0.08263203,0.45212963,-0.006247235,-0.8578715,0.12918301,0.4772148,-0.6702658,-0.3939066,-0.57075024,-0.15376034,-0.12793271,0.42393866,-0.31374922,-0.98025066,0.91238445,-0.7646657,-0.9317344,-0.9124455,0.18266417,1.4864395,-0.13106813,-0.11177969,0.1616243,-1.2757064,0.37363175,-0.17421083,0.26954776,0.22662392,0.3322763,-1.3885214,-1.3777908,0.12747039,0.14792679,-0.58870995,-0.49704078,0.09255331,1.1747938,-0.799409,0.1196566,-0.63336015,0.31882071,-1.0718337,1.7220318,-0.7917727,0.19764483,-1.074023,-0.6735315
EoL-1,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
NCI-H1573,0.2823972,0.49952415,0.8272123,0.88195103,-0.13549052,0.9097774,-0.867831,-0.88596183,0.7014673,0.16956042,-0.17888421,0.94616026,0.37669796,0.102019265,0.8754572,0.60322124,0.18213415,0.0010786656,-0.290437,-0.8652987,0.028964037,-0.28442484,-0.19754559,0.45727295,-0.7217912,-0.7210404,-1.0003645,-0.28024954,0.09662916,0.7278166,1.8348167,0.9902548,-0.527966,-0.53084505,0.8571202,0.34544763,0.59431344,0.91343623,1.3459225,-0.35798007,-0.61951256,-0.7296294,-1.2370557,0.47425205,0.5820735,-0.6536835,-0.8388533,0.7936361,0.7400221,-1.0564808,-1.0053475,0.23326047,1.0600137,-0.55106723,0.079701714,0.021786254,-0.86508495,-0.15189618,-0.3593472,-0.3016533,0.21785726,-0.322557,-1.3299546,-0.9343406,0.99038506,0.24429329,0.13690975,0.16090593,-0.0051091965,-0.46454027,-0.17675456,-1.1574,-0.2722694,-0.6138938,-0.84230363,0.9653341,-0.8480423,0.6344792,-0.71432745,0.12935638
ONCO-DG-1,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
NCI-H1437,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
RKN,-0.26402882,0.48009178,0.59115934,0.69576734,-0.39977312,0.37344375,-0.30828416,-0.31015337,0.41183567,0.020144222,-0.115502045,0.7550508,-0.3335358,-0.1500895,0.30612975,-0.105510205,0.06979964,0.7417739,0.16642772,0.26622537,0.24291557,-0.36959133,-0.35236308,0.048870865,-0.6201313,0.056319945,-0.32460302,-0.30041125,-0.119459964,0.09149694,0.6989135,0.18616611,-0.554172,-0.5055333,0.1663994,0.35455975,-0.095684424,0.6723315,0.62309575,-0.5562062,-0.4244114,-0.43513188,-0.54548746,0.015936805,0.21924199,-0.3651475,-0.7041387,-0.18834613,0.32838362,-0.5713184,-0.6285263,0.20688947,0.5949536,-0.5029564,-0.011830747,0.041890312,-0.6148434,0.3384335,-0.13516998,-0.06657001,0.25310934,-0.1509541,-0.48023602,-0.6100383,-0.027761294,-0.34886009,-0.09696118,-0.11833292,0.6792982,0.19278766,-0.28912872,-0.23709922,-0.41089603,0.04294317,-0.6321229,1.0211293,-0.67129165,0.32609105,-0.21829166,-0.2644179
RMUG-S,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
SW1353,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
CML-T1,0.42689827,1.1822575,-0.011855813,0.97460324,0.6756453,1.2434152,-0.9755839,0.28797325,0.38651586,0.5489568,-0.68878067,0.47564733,0.9407589,-0.0025841042,-0.49589756,1.0023483,0.3873083,0.051652174,0.14629911,-0.35955146,-0.60437155,-0.46434924,0.61030036,-0.019149018,-0.22456142,-0.95968825,-1.4546416,0.25001863,-0.18518747,-0.008498159,1.1345278,0.47667798,-0.33743912,0.2242197,-0.24366781,-0.58511364,0.7056029,1.6378841,-0.18434633,0.11663669,-0.27293798,-0.98997545,-1.4230068,0.0814103,0.36599872,-0.037401117,-0.47595268,0.7308385,-0.641156,0.13058744,-0.08116202,0.6717282,0.48322842,-0.5282714,0.42481613,-0.38340846,-1.3724946,-0.039109986,-0.41920018,-0.11223727,-0.08486202,0.3156417,-0.8467884,-1.0627869,0.61653656,0.15933986,-0.6761247,0.34502995,0.28808653,0.45878726,-0.08832419,-0.86953825,-0.1372488,-0.61867875,-0.8328815,0.9379729,0.11950269,0.060713295,-1.0394398,0.39825097
TT,0.013418424,1.269173,-0.92559475,0.9597777,-1.2544662,1.478487,-3.6466095,1.8777262,0.24274985,-0.42216784,-2.59136,-0.013422692,3.5865393,-2.4388034,-2.2238426,1.2314755,2.1822083,-0.35570094,2.4105594,0.2505845,-1.6035872,0.40736783,2.551179,0.8319126,0.27499682,-0.3113475,-1.8745146,1.279806,0.75764036,-0.8613718,-0.41800934,0.33008954,2.5978098,0.7619508,-1.5045671,-1.333432,2.1829126,0.7241858,-0.36167577,0.4455521,1.044448,-1.1258248,0.73139584,-0.7670446,2.0559423,0.2652484,-0.10939611,-0.8709815,-2.897619,1.63753,2.0365515,0.8840469,-0.756302,-3.1270502,0.031393766,-0.50324625,-0.22081067,0.45681408,-1.748341,-0.31341207,-0.9641392,1.451511,-0.8551365,-2.939129,-0.14712912,0.30141783,0.95766973,-0.801415,0.2848141,1.0969733,0.21511354,0.512942,0.08969828,-1.0419853,-0.027395306,1.8306129,1.8498905,0.42600074,-2.1262062,1.4287069
NCI-H209,-0.10820957,0.36201823,-0.42731732,0.6614248,-0.1269148,0.6736369,-0.41777048,0.26234898,-0.11118507,0.10015945,-0.21557286,0.49500132,0.9519361,-0.13709708,-0.13671646,0.5153743,-0.08903091,0.30024305,-0.20395167,-0.15894765,0.08254791,-0.2380767,-0.16342804,0.24270311,-0.32323042,-0.60499376,-0.63617206,0.38246885,-0.14839764,-0.118083425,1.0927429,0.33471766,-0.2688383,-0.02510423,0.5127029,-0.24641927,-0.015035743,0.77878046,0.38988176,0.09389906,-0.4283437,-0.25800115,-0.7854534,-0.03392749,0.41523153,-0.6610148,0.4729585,0.2609541,-0.2184041,-0.4178928,-0.27308398,0.4793135,0.024750952,-0.56038666,0.1610678,-0.50159234,-0.68505436,-0.43488774,0.07985038,-0.21642068,0.107493564,0.14447339,-0.423511,-0.6556178,0.31421,-0.18013765,-0.034559786,0.7058665,0.12271287,0.10090648,-0.111294754,-0.8291471,0.01680794,-0.6806804,-0.53806144,0.54408985,0.05533131,-0.17079026,-0.84288335,0.69518757
CHL-1,-0.049236678,0.271021,-0.19528644,0.5717127,-0.05014831,0.70583487,-0.14710449,0.11571172,-0.030328203,0.28103307,-0.39927128,0.7057013,0.86051345,-0.14479,-0.35187176,0.3816798,0.01963813,0.2686209,-0.1324653,-0.25355166,-0.36658782,-0.36114523,-0.100508094,8.300838e-05,-0.35759702,-0.7048216,-0.5234533,0.3248434,-0.25190789,-0.14627895,0.8700823,0.38856637,-0.42088878,-0.03410215,0.22226475,-0.16994433,0.15714043,0.951247,0.15237664,0.048243884,-0.51730853,-0.27468514,-0.6725261,0.15239185,0.3166593,-0.394106,0.050725974,0.33189848,-0.39264104,-0.012697819,-0.1604424,0.7317559,0.0979673,-0.63636243,0.39438182,-0.53461254,-0.7350707,-0.38814488,0.024169493,-0.28682944,0.10846719,0.04147781,-0.20890686,-0.8346056,0.15708843,-0.18284655,-0.20264345,0.79733634,0.31600425,0.199166,-0.20227872,-0.8610337,-0.12186624,-0.41126785,-0.6929108,0.65904856,-0.0037485508,0.10746927,-0.67813677,0.42360234
LUDLU-1,0.20241733,0.29761165,-0.3855203,0.46155342,-0.080587946,0.68800974,-0.17819098,0.17707866,-0.34403175,0.3904099,-0.33953223,0.57004666,0.6731908,-0.13829365,-0.6476001,0.0406647,0.28601757,0.062787734,-0.10087381,-0.2005642,-0.24350162,-0.21794538,-0.0061428505,0.14613402,-0.039548762,-0.5357799,-0.28298572,0.24515672,-0.39646277,-0.15543237,0.50947654,0.30698374,-0.3279578,-0.01779863,-0.02215508,-0.23016521,0.102428496,0.82672155,-0.17879634,0.25095272,-0.48003697,-0.30106035,-0.7819428,0.21906142,0.20921645,-0.5211452,0.3103448,0.25545877,-0.502345,-0.0127950935,0.15437749,0.5130473,-0.026183657,-0.74639314,0.40119445,-0.42325577,-0.67848194,-0.23604076,-0.10189938,-0.43392506,0.3023505,0.08593954,0.055777796,-0.55923223,0.124803476,-0.27440935,-0.2499234,0.64044636,0.32120034,0.070480146,-0.20139657,-0.574236,0.10658405,-0.40526283,-0.7123928,0.5070975,0.123159856,0.2618521,-0.44753036,0.30269763
CAL-148,0.22587836,1.0359522,-0.1863749,0.7846217,0.71426326,1.0949882,-0.93066347,0.25314564,0.3095126,0.62314135,-0.6606559,0.40741813,0.78087264,-0.24843845,-0.50044924,1.0836827,0.3222839,0.36965236,0.60171574,-0.124412894,-0.98537254,-0.27695543,0.36810255,0.044618167,-0.38078693,-0.56525356,-1.4641716,0.26117668,0.12431772,-0.09440748,1.0448039,0.7103125,-0.11354033,0.37899548,-0.32540262,-0.6227566,0.3826368,1.266564,-0.15651144,0.25645143,-0.2370224,-0.85378605,-1.0526901,-0.13753465,0.49867606,-0.21824183,-0.2124456,0.53547966,-1.0686395,0.1453404,-0.18454395,0.65445226,0.2661002,-0.4455206,0.45340112,-0.5480161,-1.1334211,-0.5850167,-0.061724383,-0.07672996,-0.35810003,0.4690649,-0.5796291,-1.4533024,0.64674443,-0.0016775996,-0.7873633,0.5474323,0.06880589,1.0093968,-0.29735485,-0.57250214,0.0712445,-0.6044651,-0.8981814,1.0541908,0.0007753001,-0.053679828,-1.1611701,0.17914252
HCC1897,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
Kasumi-6,0.27655935,0.41556063,-0.5809785,0.29871148,-0.15375027,0.6476461,-0.1569951,0.41207692,-0.28552338,0.33860114,-0.38449058,0.40395558,0.47547656,-0.11625921,-0.63769627,0.14977223,0.22572312,-0.05044285,-0.12224221,0.034103945,-0.15293649,-0.11593794,0.051068857,0.26516443,0.08035087,-0.34726778,-0.081064865,0.17615777,-0.31243744,-0.10265739,0.2979958,0.08085423,-0.19979809,0.048342396,-0.0033413062,-0.21609496,0.15634686,0.7720164,-0.31111145,0.16871172,-0.3077046,-0.31115806,-0.8512888,0.009169216,0.09950497,-0.5965047,0.32938093,0.08994638,-0.37219715,-0.0056878063,0.1772337,0.37475488,-0.18254702,-0.5857287,0.36802667,-0.2967758,-0.36145568,-0.2528245,-0.050596002,-0.3501491,0.15950091,0.2184439,0.34297678,-0.3456975,0.18139188,-0.28434977,-0.1263982,0.39213613,0.2591186,0.018886665,-0.032851633,-0.5109681,0.22491513,-0.19022457,-0.537428,0.43047032,0.08559096,0.08751666,-0.30603346,0.22515753
SW48,-0.561144,1.5047517,0.4746797,1.5613203,-0.69198185,2.346695,-4.1811757,1.635409,0.74963176,-0.64378226,-2.9791348,0.42923224,4.333196,-2.5210855,-1.6293861,1.2132742,1.9816202,0.11119849,2.2477777,-0.23500416,-1.1721469,-0.17997783,2.260488,1.0551411,-0.31129578,-1.1554579,-2.6981807,1.5432898,1.1415776,-0.72375476,0.88002104,0.7397206,1.9946477,0.35414743,-1.5880497,-0.893379,2.6842546,1.6001906,0.6542154,0.5569557,0.52497774,-1.4576126,0.11505873,-0.22050922,2.557658,0.79234827,-1.48814,-0.68637484,-2.288322,1.3519756,1.1505237,2.162153,-0.24532229,-3.8682969,0.046620507,-1.354591,-1.3002518,0.5297711,-2.0058863,0.26409712,-1.0410404,0.7505781,-1.9122325,-4.291081,-0.09206513,0.67155135,0.7104986,-0.54566044,0.80571914,1.2773982,0.15489201,-0.26611346,-0.4008979,-1.7833841,-0.4945895,2.5429478,1.2059629,0.6909344,-2.6200519,1.9440084
NCI-H2452,0.09938307,1.2495644,-1.0492592,0.7561874,-1.4355131,1.2649472,-3.6797557,1.9862158,0.14185894,-0.38596046,-2.7254758,-0.08290631,3.717232,-2.32977,-2.3554842,1.1110178,2.4032347,-0.4889835,2.3834088,0.27558818,-1.4334433,0.5793036,2.725135,0.95012695,0.4127406,-0.24283287,-1.7133723,1.3074906,0.570863,-0.72886646,-0.7194816,0.36581993,2.5748165,0.83956224,-1.4318368,-1.4415314,2.0573277,0.48572063,-0.4973566,0.6218484,1.0261023,-1.1220803,0.8449356,-0.76860964,1.8514937,0.28349152,0.1278816,-0.8025207,-3.0623083,1.8009795,2.1746206,0.6978952,-0.7287019,-3.2380974,0.060713965,-0.30239564,0.03060953,0.34144902,-1.879986,-0.5512146,-0.7357826,1.71015,-0.76946235,-2.8233702,-0.1864411,0.03362584,1.0876148,-0.68652713,0.11583,0.99522793,0.3441438,0.6140236,0.28291243,-0.8050402,0.00019934961,1.6975752,1.9957479,0.45870748,-2.085959,1.2628219
T84,-0.32848373,0.16767906,0.50890124,0.4553904,0.030914016,0.45891675,-0.35146493,-0.5764121,0.41140777,-0.0044739353,-0.1429697,0.55490696,-0.11039277,-0.47797272,0.37658778,0.5032469,-0.34237072,0.67583805,0.39177665,0.00394001,-0.4358668,-0.32940137,-0.5880667,0.14484581,-0.5683015,0.03677847,-0.67721635,-0.15521684,0.50414395,-0.10218309,1.0954511,0.7022911,-0.12689377,-0.14820322,0.21825841,0.25765014,0.030125704,0.3547842,0.529285,-0.37808928,-0.0663638,-0.17604506,-0.20731694,0.22157073,0.6884791,-0.64853764,-0.6959205,0.2354173,0.36812744,-0.59879225,-0.8280478,0.40100557,0.2526704,-0.39044866,0.07416856,-0.39041388,-0.37260056,-0.103928946,0.11228802,0.10643877,-0.12311072,-0.37828946,-0.40143222,-0.9136529,0.39863086,0.3357601,-0.03751878,0.004012348,0.26699132,0.31742334,-0.24421082,-0.3730246,-0.33155456,-0.12313425,-0.53812176,0.8622957,-0.78762764,0.20693196,-0.464233,-0.18274811
OVMANA,-0.09576159,1.0145366,-0.8416863,0.7432925,-1.2201756,1.3410634,-3.885449,1.7421688,0.04079572,-0.37728292,-2.825264,-0.019328542,4.0981965,-2.5288222,-2.3877053,1.133846,2.389936,-0.3156379,2.6413991,0.02797134,-1.5364299,0.5200146,2.5216157,1.1613743,0.29451683,-0.36124605,-2.011172,1.5232753,0.8567523,-0.77922565,-0.42114285,0.78697884,2.6133418,0.91631734,-1.5099809,-1.5119268,1.9181986,0.32670233,-0.32541874,0.9738195,0.98583066,-1.0621243,1.0639318,-0.4438607,2.1278238,0.27879465,0.06879684,-0.5974018,-3.1610513,1.8034706,2.01205,0.9513938,-0.76949936,-3.5443704,0.14547636,-0.6104879,-0.13202785,0.083158165,-1.864046,-0.6179277,-0.7395966,1.5705135,-0.9684997,-3.374652,-0.08647811,0.14203729,0.99693286,-0.38346666,0.014327094,1.2189368,0.2857915,0.6211823,0.32689154,-1.0347838,-0.2162303,1.8212886,1.933462,0.62550575,-2.43445,1.3120391
AM-38,-0.29279196,1.1340699,0.029470496,0.95592403,-1.677301,0.8216105,-3.732148,0.94996524,0.88937914,-0.5451286,-2.2853591,0.27532408,2.8381512,-2.4741292,-1.2424864,1.2497449,2.2200992,0.07639808,2.6932662,0.15829858,-1.7177116,0.41719875,2.314799,0.5335502,-0.3030042,0.1063998,-2.205807,0.8051448,0.8134669,-0.56682867,-0.089205936,1.0428315,2.5613315,0.64300907,-0.8595,-0.8237852,1.4748943,-0.036952265,0.27315462,0.00039431342,1.0820092,-0.9454329,1.5351942,-0.68612665,1.971071,0.40244344,-0.6714347,-0.60180616,-2.7240314,1.0367546,1.3927782,0.4245825,0.2995664,-2.9016433,-0.29951206,-0.1153524,0.10820973,0.600577,-1.8140079,-0.35685372,-0.5500087,1.4409027,-1.5386043,-3.1762052,-0.42141888,0.2073279,1.2098166,-1.2829739,-0.101056404,1.0955367,0.0899695,0.91859174,-0.24633816,-0.3608819,-0.11457969,2.0868542,1.2116625,0.49490744,-1.9486256,0.814267
L-363,-0.096097104,0.27189115,-0.3786298,0.23313405,0.018864729,0.7012239,-0.310406,0.3416613,-0.014374725,0.18609312,-0.58897626,0.4370963,0.84604853,-0.2997736,-0.36428487,0.6227233,-0.11424945,0.2155052,0.08278867,-0.03183255,-0.28844443,-0.21641983,-0.18960425,0.44939116,-0.2360219,-0.44621104,-0.41741142,0.40262985,0.20203197,-0.09108821,0.7454598,0.35746646,-0.1260441,0.17493509,0.18174814,-0.21219927,0.12584761,0.68281865,0.059684027,0.2357331,-0.21291544,-0.23492436,-0.59222174,0.057356182,0.37356663,-0.5495217,0.029713422,0.2059926,-0.23108749,0.004007828,-0.27730113,0.70866984,-0.2555567,-0.62130666,0.4128086,-0.5897446,-0.263655,-0.6800031,0.1427165,-0.18599077,-0.18104589,0.16685021,0.16645359,-0.95881784,0.37022805,-0.09431605,-0.046274986,0.60377586,0.09033773,0.31968778,0.07645885,-0.7273397,0.15877496,-0.21093486,-0.5594108,0.6295071,-0.14117245,-0.07440352,-0.7436347,0.31773922
