,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36
SNU-283,-22.132036,123.386696,50.14564,-78.61182,106.1795,14.735369,-158.06708,-178.37328,124.33687,-157.34918,-175.9109,-105.7753,56.6187,136.64597,101.18722,-140.37874,-73.69563,87.05279,18.521978,-144.10896,80.09086,206.22894,-88.52988,-132.06635,-126.888596,-92.028175,-116.84919,173.23389,171.54373,123.63851,-14.211529,55.384937,78.48247,-111.130264,-55.073063,-68.285385,-54.05786
MHH-CALL-4,135.33072,272.10455,-224.84204,-97.31052,382.2229,129.54225,-290.86246,-28.227709,-88.18056,-409.26047,194.85182,-240.22823,337.07263,362.255,-1.96831,-296.01678,-498.48853,115.9411,-200.02141,2.7483132,412.0499,387.153,-193.48683,-260.473,-122.04895,-288.72757,-280.7391,238.44757,342.34854,59.732014,-30.401464,322.53537,342.02017,-250.03984,-148.53651,-340.02948,-400.01013
RS4;11,125.05407,236.86296,-186.34572,-65.74608,325.3237,121.01174,-248.52087,-18.02519,-78.89159,-348.94452,178.161,-199.91331,281.42328,307.11777,1.2258288,-255.69768,-420.69934,92.32214,-177.0624,-1.1581167,347.30063,318.70892,-158.35367,-216.35713,-92.50441,-246.80055,-235.3094,192.06839,288.3928,35.170986,-29.623114,272.28983,288.03598,-218.56757,-130.30025,-292.42978,-347.5044
SK-MEL-24,41.826237,182.5624,141.79036,-44.335567,115.10321,73.26482,-142.98283,-15.9351,-5.739831,-108.62159,-16.914038,-54.038322,91.91543,82.68987,120.79145,-143.43633,4.496544,77.46996,-74.24304,-183.82292,103.180435,-3.5349977,-31.822123,-28.138634,-106.00422,-112.4083,-156.64377,71.7571,19.779419,-27.241957,85.23513,-16.473963,-13.216675,-137.43651,-178.78647,-147.3751,-103.45121
23132/87,-26.899426,93.89624,72.23145,-66.84324,62.278282,0.3835927,-113.17172,-155.53317,120.67637,-111.25564,-197.79613,-70.09704,27.366291,105.701866,91.80763,-104.14156,-29.712593,69.011375,61.537216,-136.57762,35.92577,164.88686,-75.259766,-95.28579,-114.659996,-71.827255,-102.28008,155.58917,135.85536,116.65985,-12.705166,11.254451,37.16122,-77.19629,-42.356926,-28.69734,-10.592587
Hs 944.T,15.359746,133.09471,83.265274,-31.388182,79.66982,39.24739,-94.97951,-5.6457815,-1.6733388,-71.22314,-22.27217,-38.67682,67.854164,57.08172,73.420876,-105.942856,-27.692291,75.36025,-65.87409,-124.37513,70.36651,-8.032988,-8.749006,-14.153462,-66.43083,-68.52571,-102.76566,45.169735,19.34459,-21.289534,64.13952,4.8314843,-8.081709,-89.11961,-114.99233,-104.70989,-76.46126
BFTC-909,70.581825,157.89296,121.07963,-21.487219,134.57309,115.59692,-155.20189,-18.033916,14.478771,-121.34071,9.867172,-43.465492,71.89923,106.5348,134.06932,-137.69534,53.26155,51.50372,-45.608044,-174.04007,109.05022,12.512225,-39.90056,-25.874256,-110.05323,-131.72998,-140.25706,74.24796,32.369038,0.22649123,41.872906,-33.960262,-3.0447617,-161.03008,-188.07784,-164.0616,-89.451584
JH-EsoAd1,-4.990105,98.63614,124.024216,-26.909517,48.28795,32.14539,-108.796364,-132.13402,132.11182,-82.46655,-197.41306,-23.51564,3.3334932,120.36289,113.244514,-104.47606,37.143154,46.649807,84.79393,-169.31172,17.303198,128.27153,-50.147648,-54.311733,-137.09889,-81.607506,-96.84171,143.92479,124.04082,96.07242,-26.556253,-59.781277,0.8059168,-95.39616,-83.188034,-16.739681,18.896662
CJM [Human melanoma],-25.559656,90.14828,106.42399,-42.455547,26.817404,-16.241604,-91.38398,-130.86014,135.69054,-60.531452,-228.27124,-23.348383,-2.2032049,98.19169,104.29517,-85.04706,35.486797,75.20421,66.224976,-157.4444,0.8112263,108.947655,-40.529755,-36.509106,-133.27338,-60.07242,-80.39024,147.52017,117.949936,90.24521,-10.765968,-60.158226,-9.24021,-78.22936,-73.71634,-11.840658,33.297867
JHOC-5,-10.484561,87.43993,47.628918,-16.402157,37.645725,32.128105,-65.61467,-64.73744,72.49683,-55.95997,-116.69745,-10.368746,37.049255,69.135864,69.58877,-57.117023,39.575703,61.88965,33.248604,-109.49591,13.616135,34.572586,-23.000383,-9.800184,-71.33037,-51.975925,-80.87793,97.583755,24.467924,52.141075,18.0975,-27.39581,-8.15809,-53.99344,-90.11774,-48.081505,8.889484
HCC1569,1.9728808,82.15927,50.7154,-46.02957,39.7048,9.223875,-66.879456,-63.909847,40.926147,-77.883766,-86.93614,-44.463703,39.14491,56.384853,62.297382,-57.94024,-21.175266,50.572815,1.7467432,-96.806984,25.775604,58.469288,-42.54892,-46.814472,-55.96104,-56.91114,-73.701645,84.78349,41.51007,25.630966,24.77199,8.197514,16.320143,-51.399097,-62.647633,-50.41229,-32.52842
JM-1,84.122986,187.95456,-186.84926,-102.12958,304.16553,60.95834,-200.10617,10.296365,-66.36319,-338.67456,139.27649,-178.46352,286.76328,270.81955,-34.17689,-237.89772,-451.86368,98.78215,-170.4596,25.28472,348.11017,326.7569,-156.7768,-230.87178,-86.36445,-230.86766,-222.07175,208.02509,302.78278,64.30249,1.6358099,280.6376,294.32782,-166.38232,-94.494446,-254.05878,-312.71814
KMRC-20,-4.676028,102.16627,45.445076,-7.1895676,57.6911,55.27471,-81.16105,-45.025402,35.69496,-73.88395,-57.347668,-19.964802,54.37443,69.996056,75.63787,-72.61988,41.613274,58.564255,-3.938374,-110.60971,33.11254,23.752129,-20.68957,-13.855531,-57.299553,-59.849316,-91.71198,92.40111,1.9299849,20.136694,25.257376,-14.422599,-1.8363887,-64.44933,-102.99984,-72.23116,-20.08593
NCI-H889,32.039074,76.75237,-5.91761,-137.0896,66.08498,-80.083305,-41.868423,-23.759117,-11.65733,-114.7043,-90.84311,-54.785133,91.71682,3.4339962,-9.792359,-6.8617086,-186.84398,17.391367,-33.9412,3.209129,80.647224,42.43039,-98.288635,-124.45669,-2.7210681,-88.970535,-114.27123,65.27148,76.62544,82.920525,109.19486,117.388374,92.819626,-42.11712,-69.00762,-137.44344,-83.41967
RCC10RGB,20.258852,142.52475,94.313545,-5.1996164,92.38432,100.795334,-127.72474,-65.2843,64.4489,-92.76888,-76.90873,-19.42203,59.424767,107.24167,118.255135,-110.051956,93.19446,70.25374,9.097184,-168.48846,55.43503,33.382538,-25.864326,-8.355263,-109.40349,-98.18755,-128.39273,121.02658,24.793255,43.88871,19.468061,-59.583447,-15.417047,-114.49502,-163.03346,-102.92114,-12.177112
SCC-9,-10.193795,133.08716,148.34991,-40.609158,45.09182,11.163997,-133.7623,-162.05316,144.26837,-90.56033,-247.60957,-40.18755,5.561758,127.76914,156.67552,-110.08816,85.96022,76.52782,78.15805,-215.67711,8.474305,132.9006,-53.64722,-46.25142,-169.66359,-91.109505,-116.73343,193.02725,120.127,91.64747,-21.21691,-90.674164,-12.013911,-112.02579,-110.12995,-21.851454,30.087282
Lu-99A,11.600671,57.226765,22.724949,-28.27363,60.667755,13.310986,-49.92391,4.1508403,25.117228,-52.80188,-11.633109,-11.6128025,36.610996,38.357426,32.36813,-48.675713,-35.335926,51.204456,-29.166317,-51.736736,54.99114,7.4706435,-14.994313,-18.834515,-30.345318,-54.30011,-56.53126,25.67448,32.032043,21.744099,34.14392,12.549953,6.65172,-58.069454,-73.33158,-78.41125,-41.59656
TUHR14TKB,1.0083016,119.99569,65.04285,-6.944894,65.985275,76.561104,-101.18464,-64.95492,57.568523,-80.10654,-91.74681,-19.324678,56.369568,84.572716,96.00772,-81.64301,85.07817,69.29702,23.238173,-139.52477,33.453114,34.5225,-22.966599,-5.6803193,-87.01675,-74.02528,-112.6641,119.00241,6.9857063,45.380096,21.307846,-46.442024,-12.967914,-76.166306,-129.9111,-78.81985,0.3318369
TE-14,-39.087017,63.708572,71.47086,-54.29932,-8.374491,-57.573353,-63.606205,-139.71323,103.887054,-63.535267,-226.09216,-42.004456,-9.2134695,69.78162,86.73955,-42.41668,9.53786,57.930725,75.16821,-121.18434,-25.161415,125.01117,-56.33902,-58.175007,-94.43902,-40.178196,-63.088844,147.79742,85.511314,76.2226,-15.550911,-30.662136,7.058995,-37.895893,-24.51556,19.525272,23.477299
DoHH2,69.889,207.88533,-188.15596,-121.712814,356.99704,81.33356,-228.0771,21.638666,-56.580612,-409.29062,146.7532,-194.45648,343.01172,314.05112,-41.990097,-320.35147,-519.0069,123.20628,-208.83754,-10.023707,422.58746,392.56253,-176.24101,-284.3475,-109.25704,-260.91812,-244.10472,261.2452,366.16055,76.3445,24.492584,315.56693,345.05695,-179.45215,-109.24933,-285.0156,-351.73053
HEL,33.13863,263.0896,-184.34492,-24.846958,319.60703,117.843544,-273.05908,-9.43003,-138.38612,-323.2357,177.56783,-190.18745,289.55383,307.28635,-5.029144,-308.5949,-380.42337,131.35866,-252.25685,-27.344477,321.61203,299.25208,-127.62293,-228.85823,-45.909763,-213.61732,-220.62903,204.00505,216.11394,-27.772976,13.231306,307.76498,270.30374,-255.85352,-89.609695,-298.21545,-337.71744
NCI-H211,13.5986805,56.590374,-28.31282,-74.404396,54.80528,-39.95916,-43.03822,-37.387337,5.619161,-109.453735,-62.290092,-59.106506,70.16853,41.709755,7.811464,-35.470875,-129.29053,43.074364,-16.04437,-17.2482,62.053413,95.284584,-75.905594,-92.681564,-15.802667,-70.31986,-81.13695,88.487625,79.7763,55.30093,42.54507,84.94883,76.33543,-30.847683,-33.697132,-64.73167,-69.50297
NCI-H650,-29.690758,46.26338,40.227386,-109.097786,52.369682,-35.06131,-31.683489,14.105092,33.93153,-20.103216,-61.675976,-25.52925,62.091454,12.467875,7.68925,-74.18792,-100.515366,101.92426,-63.85714,-61.661526,76.67963,-15.991436,-20.371056,-28.046837,-44.721577,-25.612156,-61.254047,12.2955885,46.327282,32.569958,108.603966,47.50349,-4.3858337,-38.648766,-46.220875,-108.134056,-38.49903
NU-DHL-1,66.89257,251.89359,-180.97565,-63.584713,372.0,150.62714,-275.29688,-1.5846862,-87.57828,-402.03488,177.4211,-202.09196,337.45575,368.6947,-20.493633,-368.09656,-479.07086,113.50714,-249.2744,-63.535404,412.02286,385.2339,-151.34802,-271.81747,-107.603645,-256.00046,-249.27802,254.9551,328.68268,23.071905,-4.4236574,309.7122,326.84692,-224.68367,-116.81832,-309.4574,-376.3914
SCLC-21H,14.024643,51.69586,-8.44652,-138.54776,52.189987,-86.1055,-24.763203,-14.715689,-15.797185,-100.068184,-89.62339,-45.65931,78.82276,3.8492272,-25.193907,2.5561385,-191.32571,23.32768,-42.706768,13.306465,69.92911,48.48724,-86.12139,-126.185974,5.916206,-71.39704,-110.75343,59.93844,67.94259,83.60641,108.49638,110.356606,77.98894,-23.070433,-46.911007,-127.11379,-69.261894
SUIT-2,-32.187958,57.29215,20.39765,-28.992035,43.55751,1.1485323,-58.516674,-51.919704,59.686928,-52.201855,-91.47612,-25.630205,31.428047,52.366108,48.798836,-54.37466,-13.420003,67.26229,8.998998,-72.50622,30.256563,50.94346,-22.267893,-35.214592,-51.451645,-38.114822,-63.182384,75.55868,43.786797,57.34451,22.721779,11.50155,7.9881477,-46.273956,-50.547867,-50.615116,-9.082537
NCI-H1734,-3.3327157,72.84256,71.01259,-33.087627,41.960148,18.6542,-73.24386,-61.796352,51.994267,-59.89655,-101.301735,-25.279028,21.546726,54.59368,71.702705,-53.605816,25.04849,47.080597,25.556936,-105.989334,22.233086,50.555164,-37.93475,-35.88002,-72.1727,-59.021603,-82.454605,81.18601,36.902866,46.357105,22.572872,-26.670256,-2.7964997,-60.93175,-72.74823,-54.975548,-8.641992
SNU-1272,11.164228,126.286705,75.18242,-4.4657507,80.40933,79.96604,-111.858025,-57.613945,55.739357,-82.03731,-73.329384,-19.747696,54.702408,89.70501,105.70705,-88.61327,79.77728,69.99814,11.047674,-144.93039,47.740963,24.247904,-22.01858,-6.7397947,-92.31658,-85.50215,-115.898964,106.71431,12.258338,40.17839,24.284054,-44.708286,-13.340384,-97.62049,-146.44753,-95.21056,-15.255108
NCI-H2170,-7.771542,63.07751,57.26583,-48.19722,21.600716,-10.914588,-62.90754,-111.28379,78.9925,-87.13705,-153.07901,-41.09628,13.524686,72.294716,68.52927,-46.455627,-23.947605,28.246567,75.41514,-91.567345,4.5176244,126.525085,-72.1715,-67.19984,-76.90499,-58.467434,-68.71881,114.04978,85.50221,72.067665,-15.191836,0.48284194,29.974844,-41.520977,-27.972075,-0.75138265,-9.863484
CW-2,323.99506,1053.318,299.5048,-1036.9534,1084.7894,-74.58677,-1103.8307,-1017.4398,598.74695,-1101.1333,-834.4692,-1130.8254,1057.4755,945.4506,639.8618,-1215.9584,-850.1117,850.5558,-175.02003,-1071.2306,1160.4562,1106.4977,-861.4405,-1067.8389,-1061.481,-896.0913,-1169.1461,1110.1432,1070.435,706.57074,605.0539,701.15814,895.9436,-873.2249,-817.73627,-944.2173,-804.8587
MCF-7,1.5387064,58.75946,47.342377,-58.28195,21.252478,-8.995297,-48.533855,-78.072395,39.02239,-90.137794,-95.95816,-40.476295,18.633854,59.31608,48.139652,-36.917294,-65.37015,18.389933,30.843103,-69.43678,11.224385,105.901634,-69.45986,-69.47328,-42.618973,-55.275642,-58.552795,79.792534,63.72994,33.43536,-2.0803545,27.379627,31.818214,-35.008553,-18.732618,-19.440588,-39.594242
GMS-10,63.71442,140.03795,126.51097,-17.808666,116.46023,96.575714,-136.99014,-17.070631,13.349848,-99.58523,8.833444,-26.347563,50.480247,94.019,124.55608,-114.0048,56.765957,34.43325,-48.37636,-161.59814,91.48916,2.8324425,-26.11958,-18.008379,-93.49007,-119.47982,-121.4472,51.031895,26.709984,-3.2099974,40.193283,-48.82962,-14.588589,-151.52698,-179.93794,-143.06503,-75.42761
KG-1,56.173065,229.18298,-211.48312,-7.255854,303.95163,131.41539,-239.55377,7.9311204,-127.47106,-312.99234,198.8393,-176.30852,272.04962,305.70514,-24.592035,-273.76727,-397.9739,106.57955,-236.14305,-11.164618,309.49728,294.62128,-124.41588,-208.9139,-34.735676,-203.6164,-201.47453,175.93362,223.9117,-22.982035,-18.047394,295.08478,262.9416,-212.43987,-80.07807,-293.52448,-341.71887
A-375,15.387737,96.79879,56.283966,-32.88799,72.61181,21.88198,-73.70078,-2.2124555,8.8505,-69.778496,-19.27517,-32.20858,52.491085,44.195286,62.615757,-75.65276,-31.356258,61.882668,-40.22374,-95.7914,60.437782,-1.1392742,-21.550808,-24.052416,-44.45085,-68.90043,-85.308266,36.622463,19.563843,-5.7008915,55.919697,10.217399,0.95288384,-76.08207,-99.97754,-91.43752,-66.34792
HuH-1,-40.302338,135.95781,11.1731415,-19.043676,102.12895,8.612992,-106.07218,-68.714325,100.32299,-122.17946,-102.77587,-62.09723,89.2256,74.4893,107.66542,-116.69545,-18.745283,120.115715,-4.0836644,-129.15611,50.364876,94.89857,-35.523067,-59.924652,-60.64229,-78.89869,-101.340195,145.04625,86.7084,35.034523,15.901577,67.982086,53.224636,-95.435356,-97.77648,-72.01483,-34.767483
NCI-H522,8.599421,51.95594,5.9552293,-56.244034,39.136272,-16.618687,-24.603912,-10.060579,12.052813,-74.32009,-41.907944,-29.99231,48.88268,26.737232,14.056226,-24.886295,-74.79376,53.280647,-20.811289,-39.93777,34.634144,29.100039,-41.331055,-48.864254,-7.1579356,-55.085747,-63.214428,50.54079,31.24643,16.300455,52.59475,37.648502,28.492968,-27.929768,-55.31808,-64.4304,-44.5067
SNU-1066,-24.270699,94.96112,116.48581,-36.099274,23.79534,8.213195,-103.45186,-150.72789,120.363655,-70.71135,-223.67503,-35.80831,-7.206446,109.71747,112.966484,-87.66007,42.703648,58.264458,74.79672,-170.65671,-3.4115198,126.24773,-44.398422,-51.22959,-133.35374,-61.579735,-90.505745,152.37738,105.689476,84.13532,-23.35511,-61.2241,-8.166752,-81.292274,-65.941956,-9.663535,25.81511
NCI-H684,-20.035862,146.86162,61.39546,-95.00254,133.7223,15.743777,-184.48792,-199.86562,155.35463,-171.97018,-203.59059,-130.50061,84.13614,153.98276,124.40603,-176.81053,-69.45292,123.21207,27.502502,-176.98483,105.838715,222.77795,-97.54691,-146.86794,-156.84778,-107.66606,-144.73701,201.86,197.97095,143.68182,-1.8571981,64.46359,92.50311,-132.90422,-75.22682,-84.698425,-56.346504
NCI-H2405,-15.236719,89.65712,88.02315,-34.639023,60.989094,24.652029,-88.652145,-55.789738,84.296974,-54.98937,-116.69944,-21.170198,23.97828,72.8353,87.75548,-85.240105,24.8243,71.16851,13.379052,-134.15779,38.2002,35.3905,-20.797031,-24.890863,-92.05913,-61.80544,-92.93777,82.722885,53.657993,58.99051,27.702002,-34.548096,-19.478003,-85.38193,-97.89924,-74.7645,-6.2856092
PE/CA-PJ49,-26.137424,84.833305,104.38586,-20.394617,14.660598,3.5487986,-84.119354,-110.67885,100.46453,-54.46203,-195.08597,-12.672637,-3.7082226,85.42676,100.47903,-69.19062,63.574844,57.309353,60.10342,-150.95152,-12.997817,85.124344,-27.040348,-22.022247,-113.85774,-52.939087,-74.6268,136.22371,71.56089,62.896275,-14.580815,-72.20954,-21.780752,-66.21282,-70.34014,-8.934533,35.07564
MSTO-211H,20.342178,76.39063,47.60687,-22.785936,77.409744,36.162014,-74.330376,5.852313,18.755262,-62.100105,-11.428522,-14.895524,37.52632,45.91615,58.12856,-66.35912,-4.0578375,53.799587,-27.17681,-82.689865,66.43499,-4.737876,-14.944147,-14.022844,-44.94306,-69.033264,-73.90818,27.227781,19.07958,18.76843,42.42663,-2.4927907,-1.4154159,-83.62644,-104.65265,-102.37067,-49.650993
Hs 834.T,151.20613,253.99292,239.63548,-35.054714,232.85017,227.61696,-274.97235,-21.385834,21.930029,-218.59727,60.66697,-76.71908,113.97639,162.18948,251.35468,-225.37389,139.10207,55.668976,-62.527958,-308.0567,193.0846,24.192497,-95.65318,-60.140987,-196.88852,-248.9439,-239.34764,118.854324,53.86429,-11.132277,63.17383,-95.83985,-1.370394,-279.4054,-331.6278,-277.98615,-150.4992
SK-N-AS,35.682312,85.1166,62.236607,-59.84394,101.310776,25.992079,-82.594185,34.865242,-4.0590615,-101.16498,9.948319,-37.371155,55.22757,19.80957,71.18393,-55.879467,-54.795784,35.673386,-30.692772,-86.45591,77.07054,-21.183485,-67.7864,-70.499695,-24.467838,-110.18903,-106.40495,10.025174,7.3251953,2.033644,84.80589,31.447828,23.23568,-107.03447,-125.548874,-158.27483,-92.135864
SLR26,6.1973286,128.26396,63.745808,-7.9991865,77.038345,77.277275,-108.736305,-58.07528,39.0643,-88.72988,-73.31698,-29.235691,66.86791,92.4865,99.55265,-89.82982,73.10885,66.83391,4.203526,-143.05927,48.893757,30.119154,-25.937275,-16.908615,-84.23929,-84.27132,-123.313324,115.38346,0.66260284,32.390335,30.753418,-32.92445,-5.874932,-89.63023,-139.0347,-99.66156,-21.525923
RT112/84,-14.126473,65.93644,85.988014,-39.78475,11.766506,-13.856187,-70.061714,-119.02014,100.71427,-62.18946,-189.37593,-29.04993,-9.240375,82.06949,82.81717,-56.818733,10.323522,45.78542,74.5337,-120.53502,-7.942907,115.87596,-47.43494,-52.37696,-97.75262,-53.246414,-71.12348,124.896286,93.23712,79.61061,-19.017395,-40.682484,0.3039652,-51.272552,-40.480698,4.2235637,20.232965
AM-38,23.007202,97.5313,56.53461,-28.085402,90.739876,40.53198,-89.34758,3.5099676,19.640535,-72.57083,-18.735538,-22.784906,52.800682,58.081,69.20075,-82.49946,-6.552864,61.75486,-30.24633,-96.841286,79.36466,8.474805,-25.23358,-18.4313,-62.63739,-85.38529,-96.04409,43.721523,32.013424,20.79866,50.75462,0.5601147,2.3909202,-96.78841,-120.66595,-113.11329,-59.812534
HCC1143,-6.448186,93.874,107.14808,-29.287888,22.915459,10.241774,-91.542114,-124.27043,99.79256,-72.71729,-188.63158,-28.149357,2.342498,87.46662,112.66708,-67.866035,59.498062,46.554195,72.44595,-157.51634,-7.2658815,92.32326,-45.323532,-33.83789,-114.10173,-66.23507,-90.33598,132.828,65.97236,68.12288,-11.577652,-62.402374,-14.634846,-71.33225,-81.84355,-14.314294,17.739346
Mino,57.14297,218.22377,-200.56607,-75.01497,347.15088,106.49186,-239.1441,16.548552,-87.10415,-386.80692,169.96483,-187.22012,324.94638,334.3743,-41.331596,-319.28152,-484.79898,112.56768,-234.84308,-19.13429,393.644,377.9996,-151.56746,-260.06393,-88.62491,-243.16875,-234.62007,240.36377,325.39212,35.131104,1.4275026,312.1829,323.5351,-191.94278,-91.63536,-289.85852,-359.8051
HMC-1-8,-5.645864,49.183582,11.91456,-45.64684,44.421295,-8.867696,-34.152927,-2.3323326,15.293119,-55.545685,-37.802925,-19.85074,43.1558,32.83024,14.84461,-45.15001,-72.809814,51.634342,-29.122355,-41.51973,46.061695,21.419918,-25.945143,-37.974964,-16.713356,-42.92462,-54.93776,38.432102,38.05381,22.716242,47.750732,35.58844,18.63046,-37.178085,-45.409355,-69.71942,-43.290462
RERF-LC-Sq1,42.065598,122.982124,110.39885,-21.496815,99.06381,71.519226,-122.57682,-27.503498,36.788364,-81.51636,-37.28167,-25.017588,41.226162,80.61754,117.32832,-96.088425,58.99615,58.835033,-17.643995,-150.58055,73.41365,7.5066967,-24.89301,-14.431519,-96.65231,-105.00314,-114.818756,65.76831,27.611317,23.381145,39.752438,-48.41988,-19.497458,-130.0408,-160.31123,-120.63865,-45.330547
F-36P,17.519756,257.08154,-152.86978,-10.34718,303.82294,119.36321,-262.96616,0.1658221,-142.24329,-310.6165,165.69983,-172.8577,276.9414,295.58282,5.014501,-300.9365,-337.62656,113.35697,-236.71704,-46.730648,303.28638,282.79886,-119.06087,-214.47911,-44.606575,-208.17078,-218.63974,199.93277,194.40636,-36.92022,19.009272,282.36356,250.85027,-250.24934,-92.62655,-283.18845,-321.36234
LXF 289,35.815895,105.63615,96.799614,-19.72755,75.19537,60.82718,-103.82411,-45.640266,52.865498,-69.55394,-70.207146,-17.53596,26.194649,73.84819,102.58282,-83.1997,52.704132,51.49305,6.1194153,-138.37758,50.687588,19.80257,-23.038673,-9.550772,-91.90082,-86.11982,-96.87928,67.08255,37.12151,37.15377,23.257278,-48.97798,-18.824722,-104.18664,-133.18314,-92.65952,-24.667253
SK-UT-1,19.867113,73.07034,31.82582,-37.615776,73.02438,20.588518,-62.43306,-0.17331573,10.044126,-74.77592,-4.911944,-30.328142,52.545082,46.60497,43.112232,-62.730488,-37.661945,52.26206,-37.204697,-68.666664,65.80899,13.358689,-28.802721,-36.051224,-32.01404,-69.7057,-72.285324,40.127186,29.364485,10.862675,49.000347,18.620588,19.506678,-68.3928,-91.13612,-90.95082,-59.87478
